Fiscal Year Released,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Return to Prison,Days to Return,Recidivism Type,Offense,New Offense
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Yes,203.0,New,Public Order-Other Public Order,Public Order-Other Public Order
2015,7JD,Parole Granted,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Public Order-Alcohol,No recidivism
2014,5JD,Parole,White - Non-Hispanic,35-44,Male,Yes,42.0,New,Drug-Trafficking,Drug-Trafficking
2012,4JD,Special Sentence,White - Non-Hispanic,35-44,Male,Yes,55.0,Tech,Violent-Sex,No recidivism
2010,5JD,Parole,White - Non-Hispanic,35-44,Male,Yes,225.0,New,Drug-Trafficking,Drug-Drug Possession
2012,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Yes,212.0,New,Public Order-Sex Offender Registry/Residency,Public Order-Other Public Order
2012,2JD,Parole,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Theft,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Yes,680.0,New,Other-Other Criminal,Violent-Assault
2010,,Discharged – End of Sentence,White - Hispanic,25-34,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2011,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2011,1JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Other Drug,No recidivism
2010,2JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Sex Offender Registry/Residency,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,217.0,New,Violent-Assault,Violent-Assault
2015,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2015,5JD,Paroled to Detainer - U.S. Marshall,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Robbery,No recidivism
2011,5JD,Parole,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-Traffic,No recidivism
2014,5JD,Parole,White - Non-Hispanic,Under 25,Female,Yes,244.0,New,Public Order-OWI,Public Order-OWI
2011,Interstate Compact,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,7JD,Parole,White - Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,1JD,Parole,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,3JD,Parole,White - Non-Hispanic,35-44,Male,Yes,160.0,New,Property-Forgery/Fraud,Property-Forgery/Fraud
2012,5JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,1JD,Parole,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,1JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,4JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,3JD,Parole Granted,White - Non-Hispanic,Under 25,Female,Yes,111.0,Tech,Drug-Other Drug,No recidivism
2013,8JD,Released to Special Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,1JD,Special Sentence,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Other-Special Sentence Revocation,No recidivism
2015,7JD,Parole Granted,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2012,1JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,,,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,,Paroled to Detainer - INS,White - Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2015,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2012,5JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,2JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2015,2JD,Released to Special Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2015,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Yes,1014.0,New,Property-Theft,Property-Theft
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,1JD,Parole,White - Non-Hispanic,35-44,Male,Yes,704.0,Tech,Drug-Trafficking,Drug-Trafficking
2013,6JD,Parole Granted,White - Non-Hispanic,Under 25,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,2JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2014,2JD,Parole,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Public Order-OWI,No recidivism
2014,,,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2015,2JD,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Yes,887.0,New,Other-Other Criminal,Violent-Assault
2013,7JD,Parole Granted,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2013,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Yes,686.0,New,Public Order-OWI,Violent-Other Violent
2010,1JD,Parole,White - Non-Hispanic,25-34,Male,Yes,865.0,New,Violent-Other Violent,Drug-Drug Possession
2014,5JD,Parole,White - Non-Hispanic,25-34,Male,Yes,478.0,New,Property-Forgery/Fraud,Drug-Drug Possession
2012,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2014,7JD,Parole,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Theft,No recidivism
2015,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2012,1JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,,,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Sex,No recidivism
2014,2JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Drug-Other Drug,No recidivism
2010,8JD,Parole,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Property-Burglary,No recidivism
2014,5JD,Parole,White - Non-Hispanic,45-54,Female,No,,No Recidivism,Property-Burglary,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,5JD,Parole,Black - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,1JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2015,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Burglary,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,239.0,New,Property-Theft,Violent-Assault
2015,1JD,Parole Granted,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Forgery/Fraud,No recidivism
2015,8JD,Parole Granted,White - Non-Hispanic,Under 25,Female,No,,No Recidivism,Property-Burglary,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Yes,404.0,New,Drug-Drug Possession,Other-Other Criminal
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,1JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,1JD,Parole,White - Non-Hispanic,45-54,Male,Yes,308.0,New,Property-Forgery/Fraud,Public Order-OWI
2013,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,5JD,Parole Granted,Black - Non-Hispanic,25-34,Female,No,,No Recidivism,Property-Theft,No recidivism
2012,1JD,Parole,White - Non-Hispanic,45-54,Male,Yes,704.0,Tech,Drug-Trafficking,No recidivism
2014,3JD,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Yes,537.0,New,Property-Burglary,Property-Burglary
2015,,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2014,1JD,Parole,Black - Non-Hispanic,25-34,Male,Yes,776.0,Tech,Drug-Trafficking,Drug-Trafficking
2012,2JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2011,5JD,Parole,White - Non-Hispanic,35-44,Male,Yes,413.0,Tech,Drug-Trafficking,No recidivism
2013,1JD,Parole Granted,Black - Non-Hispanic,55 and Older,Female,Yes,278.0,New,Public Order-Alcohol,Public Order-Alcohol
2013,,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Yes,1018.0,New,Property-Burglary,Other-Other Criminal
2010,7JD,Parole,White - Non-Hispanic,25-34,Male,Yes,534.0,New,Property-Vandalism,Public Order-OWI
2012,5JD,Parole,White - Non-Hispanic,45-54,Male,Yes,300.0,New,Drug-Trafficking,Public Order-Flight/Escape
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2014,6JD,Parole,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Female,No,,No Recidivism,Property-Burglary,No recidivism
2011,5JD,Parole,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Vandalism,No recidivism
2011,1JD,Parole,White - Non-Hispanic,25-34,Male,Yes,1091.0,Tech,Drug-Trafficking,No recidivism
2014,5JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Burglary,No recidivism
2011,1JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Alcohol,No recidivism
2014,,,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Sex,No recidivism
2014,2JD,Parole,White - Non-Hispanic,Under 25,Male,Yes,422.0,New,Property-Theft,Other-Other Criminal
2011,5JD,Special Sentence,White - Non-Hispanic,25-34,Male,Yes,1000.0,Tech,Violent-Sex,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Other-Special Sentence Revocation,No recidivism
2010,2JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,2JD,Special Sentence,Black - Non-Hispanic,45-54,Male,Yes,1031.0,New,Violent-Sex,Public Order-Other Public Order
2010,,Discharged – End of Sentence,White - Hispanic,25-34,Male,Yes,188.0,Tech,Violent-Assault,No recidivism
2012,7JD,Special Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2011,2JD,Parole,White - Non-Hispanic,25-34,Male,Yes,799.0,New,Property-Burglary,Public Order-OWI
2010,7JD,Parole,White - Non-Hispanic,Under 25,Female,No,,No Recidivism,Property-Theft,No recidivism
2013,,Paroled w/Immediate Discharge,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2015,3JD,Parole Granted,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-Weapons,No recidivism
2015,,Paroled w/Immediate Discharge,White - Hispanic,25-34,Male,No,,No Recidivism,Public Order-Traffic,No recidivism
2011,8JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Yes,719.0,New,Other-Other Criminal,Public Order-Other Public Order
2014,,,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Yes,866.0,New,Violent-Sex,Property-Burglary
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Arson,No recidivism
2013,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,286.0,New,Drug-Drug Possession,Drug-Trafficking
2011,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Yes,598.0,New,Violent-Assault,Public Order-Other Public Order
2012,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Property-Theft,No recidivism
2011,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-Other Public Order,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2011,5JD,Parole,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2014,,,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-Other Public Order,No recidivism
2010,4JD,Parole,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,5JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Female,No,,No Recidivism,Public Order-OWI,No recidivism
2013,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Other-Other Criminal,No recidivism
2013,,Paroled to Detainer - INS,Asian or Pacific Islander - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2015,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Yes,252.0,Tech,Violent-Robbery,Violent-Robbery
2013,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Yes,1008.0,Tech,Drug-Trafficking,No recidivism
2014,1JD,Parole,Black - Non-Hispanic,35-44,Male,Yes,363.0,New,Violent-Assault,Violent-Assault
2013,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Assault,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Yes,394.0,New,Public Order-Sex Offender Registry/Residency,Public Order-Other Public Order
2015,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,347.0,New,Property-Theft,Property-Theft
2013,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Yes,1050.0,New,Violent-Assault,Violent-Assault
2010,6JD,Parole,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Other Violent,No recidivism
2014,,,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Drug Possession,No recidivism
2014,1JD,Parole,Black - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,8JD,Parole,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Violent-Sex,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,No,,No Recidivism,Violent-Sex,No recidivism
2014,,,Black - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-Other Public Order,No recidivism
2012,ISC,Parole,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Assault,No recidivism
2015,1JD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Yes,305.0,New,Property-Theft,Property-Burglary
2010,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Yes,1025.0,New,Drug-Trafficking,Property-Theft
2012,1JD,Parole,Black - Non-Hispanic,Under 25,Male,Yes,328.0,Tech,Drug-Trafficking,No recidivism
2010,5JD,Parole,White - Non-Hispanic,45-54,Male,Yes,882.0,New,Drug-Trafficking,Drug-Trafficking
2011,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Violent-Sex,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Arson,No recidivism
2013,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2013,2JD,Parole Granted,White - Non-Hispanic,35-44,Female,Yes,206.0,New,Other-Other Criminal,Public Order-OWI
2012,5JD,Parole,White - Non-Hispanic,35-44,Female,No,,No Recidivism,Public Order-OWI,No recidivism
2012,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2013,2JD,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2015,3JD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,No,,No Recidivism,Violent-Kidnap,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,45-54,Female,No,,No Recidivism,Drug-Trafficking,No recidivism
2010,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2012,3JD,Special Sentence,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Other-Special Sentence Revocation,No recidivism
2015,1JD,Parole Granted,Black - Non-Hispanic,45-54,Male,No,,No Recidivism,Violent-Assault,No recidivism
2010,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Yes,282.0,New,Public Order-Traffic,Public Order-Traffic
2012,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,No,,No Recidivism,Drug-Trafficking,No recidivism
2014,5JD,Parole,White - Non-Hispanic,45-54,Male,No,,No Recidivism,Public Order-OWI,No recidivism
2013,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,No,,No Recidivism,Property-Burglary,No recidivism
2013,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,No,,No Recidivism,Property-Theft,No recidivism
2012,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,No,,No Recidivism,Public Order-Sex Offender Registry/Residency,No recidivism
